addr_count,taken,total,bias
6588,1,1,0
6589,1,1,0
6593,1,1,0
6594,0,1,0
6595,0,1,0
6596,1,1,0
6597,1,1,0
6598,1,1,0
6599,1,1,0
6600,1,1,0
6601,1,1,0
6602,1,1,0
6603,1,1,0
6604,1,1,0
6605,1,1,0
6606,1,1,0
6607,1,1,0
6608,1,1,0
6609,1,1,0
6610,1,1,0
6611,1,1,0
6612,1,1,0
6613,1,1,0
6614,1,1,0
6615,1,1,0
6616,1,1,0
6617,1,1,0
6618,1,1,0
6619,1,1,0
6620,1,1,0
6621,1,1,0
6622,1,1,0
6623,1,1,0
6624,1,1,0
6625,1,1,0
6626,1,1,0
6627,1,1,0
6630,0,1,0
6631,1,1,0
6556,1,1,0
6557,1,1,0
6577,1,1,0
6578,1,1,0
1184,1,1,0
1185,1,1,0
1187,1,1,0
1188,1,1,0
1186,1,1,0
864,1,1,0
1189,1,1,0
1190,1,1,0
1192,1,1,0
1193,1,1,0
1191,1,1,0
1194,1,1,0
1195,1,1,0
1198,1,1,0
1199,1,1,0
1196,0,1,0
1197,1,1,0
1200,1,1,0
1201,1,1,0
1204,0,1,0
1205,1,1,0
1202,1,1,0
1203,1,1,0
1206,1,1,0
1207,1,1,0
1209,1,1,0
1210,1,1,0
1208,1,1,0
1211,1,1,0
1212,1,1,0
5688,6,6,0
6458,4,4,0
6459,1,1,0
6499,8,8,0
6500,1,1,0
5696,10,10,0
5697,1,1,0
5686,1,1,0
5687,1,1,0
5952,4,4,0
5953,1,1,0
5883,8,8,0
5884,1,1,0
5671,1,1,0
5683,14,14,0
5660,14,14,0
5692,1,1,0
1214,1,1,0
1215,1,1,0
1213,1,1,0
5702,0,2,0
5703,0,2,0
5704,2,2,0
5827,2,2,0
5656,2,2,0
5833,0,2,0
5834,2,2,0
5657,2,2,0
5831,0,2,0
5832,2,2,0
5882,8,8,0
6523,4,4,0
5877,0,8,0
5878,8,8,0
5879,8,8,0
5934,4,8,1
5935,8,8,0
5936,0,8,0
5937,8,8,0
6524,4,4,0
5669,0,1,0
5670,1,1,0
5672,1,1,0
5673,1,1,0
5942,4,4,0
6503,0,4,0
6504,4,4,0
5943,0,4,0
5944,4,4,0
5945,0,4,0
5946,4,4,0
5947,0,4,0
5948,4,4,0
5949,0,4,0
5950,0,4,0
5951,4,4,0
6457,4,4,0
6496,0,4,0
6497,4,4,0
6502,4,4,0
6498,4,4,0
6501,4,4,0
5658,0,10,0
5659,10,10,0
5680,10,10,0
5694,6,10,1
6513,4,4,0
5695,10,10,0
5830,10,10,0
6514,4,4,0
6515,4,4,0
5681,0,10,0
5682,10,10,0
5684,9,10,1
5685,1,1,0
5689,0,1,0
5690,0,1,0
5691,1,1,0
5693,1,1,0
1216,1,1,0
1217,1,1,0
1218,1,1,0
1220,1,1,0
1221,1,1,0
1219,1,1,0
1232,1,1,0
1233,1,1,0
8141,367,367,0
8630,1,1,0
7871,29,29,0
8358,2,2,0
8053,5,5,0
7651,1,1,0
7813,724,724,0
9782,1,1,0
8083,1,1,0
8285,1,1,0
1235,1,1,0
1236,1,1,0
1234,1,1,0
8091,0,2,0
8092,2,2,0
9791,2,2,0
7734,0,1,0
7735,0,1,0
7736,0,1,0
7737,1,1,0
7870,10,10,0
7875,10,10,0
7877,15,19,1
7982,0,4,0
7879,0,19,0
7880,19,19,0
7881,19,19,0
7889,0,19,0
7890,19,19,0
7878,15,15,0
7654,0,1,0
7655,1,1,0
7658,0,2,0
7659,0,3,0
7656,4,4,0
7657,2,4,1
7660,1,2,1
7661,1,1,0
7662,0,1,0
7663,0,1,0
7664,1,1,0
7644,1,1,0
7647,1,1,0
7650,1,1,0
7652,0,1,0
7653,1,1,0
7665,0,1,0
7666,1,1,0
7676,0,1,0
7677,0,1,0
7678,1,1,0
7691,0,2,0
7692,2,2,0
7693,0,2,0
7694,2,2,0
9740,0,2,0
9741,0,2,0
9742,1,2,1
9756,0,1,0
9757,0,1,0
9758,0,1,0
9759,1,1,0
9760,0,1,0
9761,1,1,0
9743,0,2,0
9744,0,2,0
9745,0,2,0
9746,0,2,0
9747,2,2,0
9748,2,2,0
9749,2,2,0
9750,0,2,0
9751,0,2,0
9752,0,2,0
9753,2,2,0
9736,0,2,0
9737,0,2,0
9738,0,2,0
9739,2,2,0
9754,2,2,0
7859,0,29,0
7860,29,29,0
6544,2,2,0
7632,1,1,0
7986,0,4,0
7987,0,4,0
7988,0,4,0
7989,4,4,0
7991,4,24,1
7990,24,24,0
7992,4,4,0
7985,4,4,0
7993,0,4,0
7994,4,4,0
8277,2,2,0
8278,0,2,0
8279,2,2,0
8280,2,2,0
8553,0,1,0
8554,1,1,0
8556,1,1,0
8555,1,1,0
7953,0,2,0
7954,0,2,0
7955,0,2,0
7956,0,2,0
7957,0,2,0
7958,0,2,0
7959,2,2,0
7961,0,2,0
7962,0,2,0
7963,2,2,0
7964,0,2,0
7965,0,2,0
7966,2,2,0
7967,2,2,0
7968,0,2,0
7969,2,2,0
7960,2,2,0
7970,2,2,0
7971,0,2,0
7972,2,2,0
8590,1,1,0
8548,0,1,0
8549,0,1,0
8550,1,1,0
8542,0,1,0
8543,0,1,0
8544,1,1,0
8545,0,1,0
8546,0,1,0
8547,1,1,0
8551,1,1,0
9763,1,1,0
9764,1,1,0
9765,1,1,0
9766,1,1,0
9767,1,1,0
9768,1,1,0
9769,1,1,0
7770,0,1,0
7771,1,1,0
7772,0,1,0
7773,1,1,0
9801,0,1,0
9802,0,1,0
9803,0,1,0
9804,0,1,0
9805,1,1,0
7701,0,1,0
7702,1,1,0
7705,1,1,0
7703,0,1,0
7704,1,1,0
7648,0,1,0
7649,1,1,0
8494,0,20,0
8495,0,20,0
8496,20,20,0
8655,0,1,0
8656,0,1,0
8657,1,1,0
8479,0,1,0
8480,0,1,0
8481,1,1,0
8482,1,1,0
8517,0,2,0
8518,0,2,0
8519,2,2,0
8520,2,2,0
8392,0,1,0
8393,0,1,0
8394,0,1,0
8395,0,1,0
8396,0,1,0
8397,0,1,0
8398,0,1,0
8399,0,1,0
8400,0,1,0
8401,1,1,0
8402,1,1,0
9491,0,2,0
9492,0,2,0
9493,1,2,1
9494,0,1,0
9495,0,1,0
9496,1,1,0
9697,0,1,0
9698,1,1,0
8691,0,2,0
8692,0,2,0
8693,2,2,0
8694,2,2,0
8472,0,1,0
8473,0,1,0
8474,1,1,0
8475,1,1,0
7669,0,14,0
7670,0,14,0
7671,0,14,0
7672,14,14,0
8339,0,1,0
8340,0,1,0
8341,0,1,0
8342,0,1,0
8343,0,1,0
8344,0,1,0
8345,1,1,0
8346,0,1,0
8347,0,1,0
8348,1,1,0
8349,1,1,0
7789,0,4,0
7790,4,4,0
7791,0,4,0
7792,4,4,0
7667,0,3,0
7668,3,3,0
7674,0,3,0
7675,3,3,0
7820,0,24,0
7821,10,24,1
7822,0,14,0
7823,14,14,0
8352,10,10,0
9798,0,1,0
9799,1,1,0
9800,1,1,0
9806,0,1,0
9807,1,1,0
7645,0,1,0
7646,1,1,0
7643,1,1,0
7679,0,1,0
7680,1,1,0
7686,1,1,0
7847,0,1,0
7848,0,1,0
7849,1,1,0
7852,4,4,0
7902,1,4,1
7903,3,3,0
7904,1,3,1
7983,2,2,0
8383,0,1,0
8384,0,1,0
8385,0,1,0
8386,1,1,0
8387,0,1,0
8388,1,1,0
7905,1,1,0
7981,1,1,0
7984,2,2,0
7995,2,2,0
7996,2,2,0
7997,0,2,0
7998,0,2,0
7999,0,2,0
8000,0,2,0
8001,0,2,0
8002,0,2,0
8003,0,2,0
8004,0,2,0
8005,0,2,0
8006,0,2,0
8007,1,2,1
8035,0,1,0
8036,0,1,0
8037,0,1,0
8038,0,1,0
8039,0,1,0
8040,0,1,0
8041,1,1,0
8008,1,1,0
8034,1,1,0
8042,1,1,0
8378,1,1,0
8582,0,1,0
8583,1,1,0
8584,1,1,0
8635,1,1,0
8982,0,360,0
8983,0,360,0
8984,360,360,0
8986,360,360,0
8987,0,360,0
8988,360,360,0
9142,328,360,1
9367,0,32,0
9368,32,32,0
9143,360,360,0
9144,0,360,0
9145,0,360,0
9146,359,360,0
9147,0,1,0
9148,360,360,0
9149,0,360,0
9150,360,360,0
9162,360,360,0
9163,360,360,0
9166,360,360,0
9167,0,360,0
9168,360,360,0
8985,360,360,0
9340,359,359,0
9465,0,1,0
9466,1,1,0
9467,1,1,0
9471,1,1,0
9472,0,1,0
9473,1,1,0
9481,1,1,0
9474,1,1,0
9479,0,1,0
9480,1,1,0
9468,1,1,0
9470,1,1,0
9733,0,1,0
9734,0,1,0
9735,1,1,0
9755,1,1,0
9762,1,1,0
9770,1,1,0
9771,1,1,0
9772,1,1,0
9777,1,1,0
9778,1,1,0
9779,0,1,0
9780,1,1,0
9781,1,1,0
9794,1,1,0
9795,1,1,0
9796,1,1,0
9797,1,1,0
7854,0,29,0
7855,29,29,0
7681,0,2,0
7682,1,2,1
7684,2,2,0
7685,2,2,0
7683,1,1,0
8586,1,1,0
8587,0,1,0
8588,1,1,0
8589,1,1,0
8591,0,1,0
8592,0,1,0
8593,1,1,0
8595,0,1,0
8596,1,1,0
8597,0,1,0
8598,0,1,0
8599,1,1,0
8600,0,1,0
8601,0,1,0
8602,0,1,0
8603,1,1,0
8604,0,1,0
8605,0,1,0
8606,1,1,0
8594,1,1,0
8636,0,1,0
8637,0,1,0
8638,0,1,0
8639,1,1,0
8640,1,1,0
8641,1,1,0
8644,0,1,0
8645,1,1,0
8648,1,1,0
8649,1,1,0
8650,1,1,0
8642,1,1,0
8643,1,1,0
8646,0,1,0
8647,1,1,0
8651,1,1,0
9423,0,11,0
9424,28105,28116,0
9425,11,11,0
9374,0,18,0
9375,46062,46080,0
9376,18,18,0
9381,0,3,0
9382,9,12,1
9383,0,3,0
9384,614,7668,1
9385,7665,7668,0
9386,3,3,0
8079,0,2,0
8080,0,2,0
8081,1,2,1
8629,1,1,0
8631,0,1,0
8632,0,1,0
8125,0,2,0
8126,2,2,0
8082,1,1,0
8123,0,1,0
8124,1,1,0
8049,2,7,1
9410,0,5,0
9411,5,5,0
8050,2,2,0
8051,0,2,0
8052,2,2,0
8054,2,2,0
7867,0,12,0
7868,12,12,0
7850,0,1,0
7851,1,1,0
7909,0,9,0
7910,9,9,0
7911,9,9,0
7920,8,10,1
8018,0,2,0
7922,10,10,0
7938,0,10,0
7939,10,10,0
7921,8,8,0
7918,10,10,0
7919,10,10,0
7940,10,10,0
7941,0,10,0
7942,10,10,0
8137,365,367,0
8138,0,2,0
8139,0,2,0
8140,367,367,0
8129,0,2,0
8130,1,2,1
8131,2,2,0
8136,2,2,0
8270,2,2,0
8132,1,2,1
8134,1,2,1
8135,1,1,0
8133,1,1,0
8271,1,2,1
8273,1,2,1
8275,2,2,0
8276,2,2,0
8281,0,2,0
8282,2,2,0
8274,1,1,0
8272,1,1,0
8074,1,1,0
8076,1,1,0
8078,1,1,0
8127,1,1,0
8326,0,1,0
8327,1,1,0
8077,1,1,0
8075,1,1,0
8128,1,1,0
8283,1,1,0
8325,1,1,0
8284,1,1,0
8286,0,1,0
8287,1,1,0
8288,0,1,0
8289,1,1,0
8290,1,1,0
8319,1,1,0
8320,0,1,0
8321,0,1,0
8322,1,1,0
8323,1,1,0
8324,1,1,0
7906,0,1,0
7907,0,1,0
7908,1,1,0
7917,1,1,0
7943,1,1,0
7944,1,1,0
7945,0,1,0
7946,1,1,0
7949,1,1,0
7979,0,1,0
7980,1,1,0
7947,0,1,0
7948,1,1,0
9475,0,1,0
9476,1,1,0
9477,0,1,0
9478,1,1,0
8009,0,1,0
8010,0,1,0
8011,0,1,0
8012,0,1,0
8013,0,1,0
8014,0,1,0
8015,0,1,0
8016,1,1,0
8017,1,1,0
8019,0,1,0
8020,0,1,0
8021,0,1,0
8022,0,1,0
8023,1,1,0
8025,0,3,0
8026,0,3,0
8024,3,4,1
8027,0,1,0
8028,1,1,0
8032,0,1,0
8033,1,1,0
8043,0,1,0
8044,0,1,0
8045,0,1,0
8046,0,1,0
8047,0,1,0
8048,1,1,0
8055,0,1,0
8056,1,1,0
8063,1,1,0
8064,0,1,0
8065,0,1,0
8066,0,1,0
8067,1,1,0
8069,1,21,0
8068,21,21,0
8070,0,1,0
8071,0,1,0
8072,1,1,0
8376,0,1,0
8377,1,1,0
8073,1,1,0
8328,1,1,0
8329,0,1,0
8330,1,1,0
8374,0,1,0
8375,1,1,0
7892,0,40,0
7893,0,40,0
7894,30,40,1
7895,10,10,0
7897,6,10,1
7898,0,10,0
7899,10,10,0
8379,6,6,0
8380,6,6,0
8382,6,6,0
8381,6,6,0
7853,10,10,0
7866,10,10,0
7869,10,10,0
7876,10,10,0
7891,10,10,0
7896,10,10,0
7900,0,10,0
7901,10,10,0
9151,0,360,0
9152,0,360,0
9153,0,360,0
9154,0,360,0
9155,0,360,0
9156,360,360,0
9158,0,360,0
9159,360,360,0
9160,360,360,0
9161,360,360,0
9157,360,360,0
9369,0,32,0
9370,1,32,0
9373,32,32,0
9371,0,1,0
9372,1,1,0
8989,360,360,0
9337,0,359,0
8998,365,365,0
9137,1,365,0
9138,0,364,0
9139,359,364,0
8990,359,365,0
8991,6,6,0
9407,5,5,0
9408,5,5,0
9409,0,5,0
8992,5,11,1
8993,6,6,0
8994,6,6,0
8997,6,6,0
9439,0,1,0
9440,0,1,0
9441,1,1,0
9140,0,360,0
9141,360,360,0
9444,0,2,0
9445,1,2,1
9469,1,1,0
9446,1,1,0
9164,359,360,0
9442,1,1,0
9443,1,1,0
9165,359,359,0
8585,1,1,0
8607,1,1,0
8609,1,1,0
8610,1,1,0
8608,1,1,0
8611,0,1,0
8612,1,1,0
8613,1,1,0
8616,1,1,0
8614,1,1,0
8615,1,1,0
8617,1,1,0
8624,0,1,0
8625,1,1,0
8626,0,1,0
8627,1,1,0
8628,1,1,0
8633,0,1,0
8634,1,1,0
8618,1,1,0
8619,1,1,0
8620,0,1,0
8621,1,1,0
8622,1,1,0
8623,1,1,0
7950,0,1,0
7951,0,1,0
7952,1,1,0
7973,0,1,0
7974,1,1,0
7976,0,1,0
7977,0,1,0
7978,1,1,0
7975,1,1,0
8029,0,1,0
8030,0,1,0
8031,1,1,0
8539,0,1,0
8540,0,1,0
8541,1,1,0
8552,1,1,0
8331,0,1,0
8332,0,1,0
8333,0,1,0
8334,0,1,0
8335,1,1,0
8354,1,1,0
8368,1,1,0
8372,1,1,0
8355,0,1,0
8356,0,1,0
8357,1,1,0
8359,1,1,0
8363,1,1,0
8364,1,1,0
8365,0,1,0
8366,1,1,0
8367,1,1,0
8369,1,1,0
8370,0,1,0
8371,1,1,0
8336,0,1,0
8337,0,1,0
8338,1,1,0
8350,0,1,0
8351,1,1,0
8353,1,1,0
8373,1,1,0
8360,0,1,0
8361,0,1,0
8362,1,1,0
7778,0,3,0
7779,0,3,0
7780,1,3,1
7784,0,2,0
7785,1,2,1
7808,0,1,0
7809,1,1,0
7815,0,1,0
7796,1,6,1
7816,5,5,0
7818,5,15,1
7817,15,15,0
7799,4,6,1
7800,0,2,0
7801,0,7,0
7802,7,7,0
7803,5,7,1
7804,0,2,0
7805,0,2,0
7806,1,2,1
7819,1,1,0
7782,3,3,0
7786,1,1,0
7781,1,1,0
7797,0,6,0
7798,6,6,0
7787,1,1,0
7795,1,1,0
7810,1,1,0
7811,1,1,0
7794,1,1,0
7812,1,1,0
7814,1,1,0
7788,1,1,0
7793,1,1,0
7831,0,1,0
7832,1,1,0
7729,0,1,0
7730,1,1,0
7836,0,1,0
7837,1,1,0
7716,1,1,0
7843,1,1,0
8576,0,1,0
8577,0,1,0
8578,1,1,0
1237,1,1,0
1238,1,1,0
1240,1,1,0
1241,1,1,0
1239,1,1,0
1242,1,1,0
1243,1,1,0
1250,3,3,0
1575,1,1,0
1546,1,1,0
1513,6,6,0
1475,1,1,0
1284,2,2,0
1465,1,1,0
1487,1,1,0
1599,2,2,0
1247,1,1,0
1248,1,1,0
1268,1,1,0
1275,1,1,0
1245,1,1,0
1246,1,1,0
1244,1,1,0
1279,1,1,0
1697,0,1,0
1698,1,1,0
1703,1,1,0
1704,1,1,0
1278,1,1,0
1249,1,1,0
1264,1,1,0
1266,0,1,0
1267,1,1,0
1265,1,1,0
1269,1,1,0
1271,1,1,0
1273,0,1,0
1274,1,1,0
1272,1,1,0
1544,0,1,0
1545,1,1,0
1560,0,1,0
1561,1,1,0
1706,1,1,0
1707,1,1,0
1722,0,1,0
1723,1,1,0
1511,6,6,0
1512,6,6,0
1539,0,6,0
1540,6,6,0
1508,0,4,0
1509,0,4,0
1510,4,4,0
1276,1,1,0
1277,1,1,0
1705,1,1,0
1724,1,1,0
1597,1,17,1
1660,1,16,1
1655,16,17,1
1656,0,17,0
1657,17,17,0
1598,2,2,0
1645,2,2,0
1646,0,2,0
1647,2,2,0
1648,2,2,0
1650,0,2,0
1651,16,18,1
1652,1,2,1
1654,2,2,0
1649,2,2,0
1653,1,1,0
1485,1,1,0
1486,1,1,0
1501,0,1,0
1502,0,1,0
1503,1,1,0
1504,1,1,0
1506,0,1,0
1507,1,1,0
1541,1,1,0
1542,1,1,0
1543,1,1,0
1562,1,1,0
1563,0,1,0
1564,1,1,0
1505,1,1,0
1280,1,1,0
1479,1,1,0
1583,0,1,0
1584,0,1,0
1585,1,1,0
1692,1,1,0
1694,1,1,0
1696,1,1,0
1695,1,1,0
1693,1,1,0
1480,1,1,0
1483,0,1,0
1484,1,1,0
1565,1,1,0
1568,1,1,0
1572,1,1,0
1582,1,1,0
1586,0,1,0
1587,1,1,0
1589,0,1,0
1590,1,1,0
1592,1,1,0
1691,1,1,0
1591,1,1,0
1593,1,1,0
1594,1,1,0
1595,1,1,0
1596,1,1,0
1658,0,1,0
1659,16,16,0
1661,15,16,1
1689,1,1,0
1690,1,1,0
1283,1,1,0
1463,0,1,0
1464,1,1,0
1471,1,1,0
1472,1,1,0
1281,1,1,0
1474,1,1,0
1282,1,1,0
1473,1,1,0
1573,0,1,0
1574,1,1,0
1580,1,1,0
1581,1,1,0
1481,2,2,0
1482,2,2,0
1566,3,3,0
1567,3,3,0
1588,1,1,0
990,1,1,0
1047,1,1,0
1003,6,6,0
1020,1,1,0
1021,1,1,0
1953,1,1,0
1954,1,1,0
2001,1,1,0
2002,1,1,0
1031,1,1,0
1032,1,1,0
1057,5,5,0
1058,1,1,0
1001,1,1,0
1002,1,1,0
1053,1,1,0
1054,1,1,0
1052,1,1,0
991,1,1,0
999,1,1,0
1000,1,1,0
1018,1,1,0
1019,1,1,0
1024,0,1,0
1025,0,1,0
1026,1,1,0
1027,1,1,0
1028,1,1,0
1029,1,1,0
1030,1,1,0
1045,0,1,0
1046,1,1,0
2000,1,1,0
2003,1,1,0
2009,1,1,0
2010,1,1,0
1292,0,14,0
1293,14,14,0
1300,14,14,0
1294,0,14,0
1295,0,14,0
1296,0,14,0
1297,14,14,0
1298,0,14,0
1299,14,14,0
1334,0,14,0
1335,14,14,0
1340,14,14,0
1341,14,14,0
1336,14,14,0
1337,0,14,0
1338,14,14,0
1339,14,14,0
5960,0,20,0
5961,0,20,0
5962,0,20,0
5963,2,20,1
5967,20,20,0
5964,0,2,0
5965,0,2,0
5966,2,2,0
4418,0,3,0
4419,0,3,0
4420,0,3,0
4421,1,3,1
4422,0,4,0
4423,2,4,1
4425,3,3,0
4424,2,2,0
4647,3,23,1
5980,20,20,0
5982,0,20,0
5983,0,20,0
5984,20,20,0
4652,23,23,0
5981,20,20,0
4648,0,3,0
4649,0,3,0
4650,0,3,0
4651,3,3,0
1466,4,4,0
2030,0,6,0
1467,6,10,1
1468,0,4,0
1469,0,4,0
1470,4,4,0
1476,0,15,0
1477,2,15,1
5881,0,13,0
1478,15,15,0
1576,0,2,0
1577,0,2,0
1578,0,2,0
1579,2,2,0
5663,1,1,0
5678,0,1,0
5679,1,1,0
5664,0,1,0
5665,1,1,0
5666,1,1,0
5668,1,1,0
5674,1,1,0
5677,1,1,0
5661,1,14,1
5880,13,13,0
5662,1,1,0
5667,1,1,0
5675,1,1,0
5676,1,1,0
5333,0,17,0
5334,17,17,0
5352,0,17,0
5353,17,17,0
5354,17,17,0
992,0,2,0
993,2,2,0
995,0,2,0
996,2,2,0
997,0,2,0
998,2,2,0
994,2,2,0
1951,1,1,0
1952,1,1,0
1962,1,1,0
1056,1,1,0
1060,1,1,0
1061,1,1,0
1062,1,1,0
1063,1,1,0
1064,0,1,0
1065,0,1,0
1066,1,1,0
1725,1,1,0
1726,1,1,0
1738,0,1,0
1739,1,1,0
1741,0,1,0
1742,1,1,0
1744,1,1,0
1745,0,1,0
1746,0,1,0
1747,0,1,0
1748,0,1,0
1749,1,1,0
1750,1,1,0
1751,0,1,0
1752,0,1,0
1753,0,1,0
1754,1,1,0
1755,1,1,0
1756,1,1,0
1743,1,1,0
1740,1,1,0
1727,0,1,0
1728,0,1,0
1729,0,1,0
1730,0,1,0
1731,1,1,0
1758,1,1,0
1732,1,1,0
1737,1,1,0
1757,1,1,0
1733,0,1,0
1734,0,1,0
1735,1,1,0
1736,1,1,0
1760,1,1,0
1761,1,1,0
1759,1,1,0
1762,1,1,0
1763,1,1,0
1770,10,10,0
1768,19,19,0
1769,1,1,0
1796,1,1,0
1797,1,1,0
1965,1,1,0
1966,1,1,0
1996,1,1,0
1997,1,1,0
2005,1,1,0
2006,1,1,0
1949,1,1,0
1950,1,1,0
1939,1,1,0
1940,1,1,0
2028,2,2,0
2029,1,1,0
1945,1,1,0
1946,1,1,0
1802,1,1,0
1803,1,1,0
1773,3,3,0
1774,3,3,0
1775,3,3,0
1780,5,6,1
1795,1,1,0
1783,6,6,0
1785,0,6,0
1786,6,6,0
1781,5,5,0
1782,5,5,0
1784,6,6,0
2012,2,2,0
2013,2,2,0
2015,0,2,0
2016,2,2,0
2014,2,2,0
1779,4,4,0
1787,4,4,0
1788,0,4,0
1789,4,4,0
1767,1,1,0
1771,1,1,0
1772,1,1,0
1776,1,1,0
1777,1,1,0
1778,1,1,0
1790,1,1,0
1791,1,1,0
1792,1,1,0
1793,1,1,0
1794,1,1,0
1800,1,1,0
1978,1,1,0
1979,1,1,0
1980,1,1,0
1981,1,1,0
1983,1,1,0
1984,1,1,0
1985,1,1,0
1986,1,1,0
1987,0,1,0
1988,1,1,0
1989,1,1,0
1994,1,1,0
1995,1,1,0
2004,1,1,0
2011,1,1,0
2017,0,1,0
2018,1,1,0
2019,1,1,0
2020,1,1,0
2021,1,1,0
2022,1,1,0
2023,0,1,0
2024,1,1,0
2025,1,1,0
2026,1,1,0
2040,0,1,0
2041,1,1,0
1993,1,1,0
1982,1,1,0
1990,1,1,0
1991,0,1,0
1992,1,1,0
2042,1,1,0
2043,0,1,0
2044,1,1,0
1765,1,1,0
1766,1,1,0
1764,1,1,0
1938,1,1,0
1942,0,1,0
1943,1,1,0
3948,10,10,0
9176,2520,2520,0
2152,717,717,0
2604,676,676,0
2157,0,3731,0
2158,3731,3731,0
2301,0,3731,0
2302,3731,3731,0
1801,1,1,0
1937,1,1,0
1944,1,1,0
1948,1,1,0
1963,1,1,0
1964,1,1,0
1971,0,1,0
1972,0,1,0
1973,0,61,0
1974,1,61,0
1975,60,60,0
1977,1,1,0
1976,1,1,0
2032,1,1,0
2033,0,1,0
2034,0,1,0
2035,0,1,0
2036,0,1,0
2037,0,1,0
2038,0,1,0
2039,1,1,0
2027,1,1,0
2031,1,1,0
1227,1,1,0
1228,1,1,0
3773,12,12,0
1230,1,1,0
1231,1,1,0
1229,1,1,0
3772,12,12,0
3807,0,12,0
3808,0,12,0
3809,0,12,0
3810,12,12,0
901,0,1,0
902,1,1,0
896,0,1,0
897,1,1,0
905,0,1,0
906,0,1,0
907,1,1,0
876,0,1,0
877,0,1,0
878,1,1,0
3794,0,12,0
3795,0,12,0
3796,0,12,0
3797,0,12,0
3798,12,12,0
892,0,1,0
893,0,1,0
894,1,1,0
3774,0,12,0
3775,0,12,0
3776,12,12,0
3777,0,12,0
3778,0,12,0
3779,0,12,0
3780,0,12,0
3781,0,12,0
3782,0,12,0
3783,0,12,0
3784,0,12,0
3785,0,12,0
3786,0,12,0
3787,0,12,0
3788,0,12,0
3789,12,12,0
3791,0,12,0
3792,0,12,0
3793,12,12,0
3799,0,12,0
3800,0,12,0
3801,0,12,0
3802,0,12,0
3803,0,12,0
3804,12,12,0
3805,0,12,0
3806,12,12,0
3790,12,12,0
889,0,1,0
890,1,1,0
929,0,1,0
930,0,1,0
931,1,1,0
888,1,1,0
900,2,2,0
884,1,1,0
908,0,2,0
909,0,2,0
910,2,2,0
880,0,2,0
881,0,2,0
882,2,2,0
911,2,2,0
879,1,1,0
883,1,1,0
886,1,1,0
887,1,1,0
875,1,1,0
899,1,1,0
895,1,1,0
898,1,1,0
904,1,1,0
891,1,1,0
885,1,1,0
903,1,1,0
2045,1,1,0
2046,1,1,0
4043,17,17,0
4228,39,39,0
4229,1,1,0
4260,14,14,0
4261,1,1,0
5534,2,2,0
5535,1,1,0
4120,37,37,0
4121,1,1,0
4143,14,14,0
4144,1,1,0
4048,6,6,0
4049,1,1,0
5393,84,84,0
5394,1,1,0
4097,8,8,0
4098,1,1,0
5387,84,84,0
5388,1,1,0
4126,10,10,0
4127,1,1,0
5654,2,2,0
5655,1,1,0
4041,31,31,0
4042,1,1,0
5323,2,2,0
5324,1,1,0
5875,8,8,0
5876,1,1,0
5940,4,4,0
5941,1,1,0
4155,3,3,0
4156,1,1,0
4181,3,3,0
4182,1,1,0
2049,1,1,0
2050,1,1,0
2047,0,1,0
2048,1,1,0
4271,0,1,0
4272,1,1,0
4273,1,1,0
4275,0,1,0
4276,1,1,0
4206,0,1,0
4207,0,1,0
4208,1,1,0
4212,0,1,0
4209,0,2,0
4210,2,2,0
4211,1,2,1
4213,0,1,0
4214,1,1,0
4215,1,1,0
4037,1,1,0
4053,1,1,0
4054,1,1,0
4038,1,1,0
4051,0,1,0
4052,1,1,0
4083,1,1,0
4086,1,1,0
4088,0,1,0
4089,0,1,0
4090,0,1,0
4091,1,1,0
4084,0,1,0
4085,1,1,0
4077,1,1,0
4078,1,1,0
4094,0,1,0
4095,0,1,0
4096,1,1,0
4102,0,1,0
4103,1,3,1
4104,1,2,1
4105,0,1,0
4106,1,1,0
4244,0,1,0
4245,1,1,0
4288,1,1,0
4289,0,1,0
4290,0,1,0
4291,1,1,0
4040,29,29,0
4044,0,29,0
4045,29,29,0
4039,6,6,0
4046,0,6,0
4047,6,6,0
4050,6,6,0
4123,6,6,0
4124,0,6,0
4125,6,6,0
4119,6,6,0
4122,6,6,0
4164,0,1,0
4165,1,1,0
4166,1,1,0
4056,0,2,0
4057,0,2,0
4058,0,2,0
4059,0,2,0
4060,2,2,0
4061,2,2,0
4065,0,2,0
4066,2,2,0
4067,2,2,0
4071,2,2,0
4202,3,3,0
4203,3,3,0
4170,0,3,0
4171,3,3,0
4160,1,1,0
4169,1,1,0
4109,14,14,0
4219,14,14,0
4130,0,3,0
4131,0,3,0
4132,0,3,0
4133,3,3,0
4134,3,3,0
4135,0,3,0
4136,3,3,0
4138,16,149,1
4139,3,135,0
4137,149,149,0
5295,2,16,1
5296,14,14,0
4140,3,3,0
5297,0,2,0
5298,2,2,0
4196,3,3,0
4197,1,3,1
5643,0,2,0
5644,2,2,0
10538,0,1,0
5645,0,3,0
5646,0,3,0
5647,3,3,0
5648,0,3,0
5649,1,3,1
4198,0,3,0
4199,3,3,0
4200,0,3,0
4201,3,3,0
4204,2,3,1
4205,1,1,0
4216,1,1,0
4221,3,3,0
5650,2,2,0
5651,2,2,0
5837,0,2,0
5838,0,2,0
5839,2,2,0
4217,1,1,0
5840,0,2,0
5841,0,2,0
4218,3,3,0
4220,3,3,0
5617,0,2,0
5618,2,2,0
5621,0,2,0
