addr_count,taken,total,bias
5622,0,2,0
5623,0,2,0
5624,0,2,0
5625,2,2,0
5628,2,2,0
5629,0,2,0
5630,2,2,0
5641,2,2,0
5843,2,2,0
5844,2,2,0
5626,2,2,0
5627,2,2,0
5619,2,2,0
5620,2,2,0
5642,2,2,0
5842,2,2,0
5490,8,8,0
5491,0,8,0
5492,8,8,0
5493,8,8,0
5494,0,8,0
5495,0,8,0
5496,4,8,1
5497,4,4,0
5502,8,8,0
5498,4,4,0
5499,0,4,0
5500,4,4,0
5501,4,4,0
4035,0,2,0
4036,2,2,0
4055,2,2,0
4072,0,2,0
4073,0,2,0
4074,0,2,0
4075,1,2,1
4076,1,1,0
4079,0,1,0
4080,2,2,0
4033,1,1,0
4034,1,1,0
4081,1,1,0
4082,1,1,0
4092,0,1,0
4093,1,1,0
4112,0,3,0
4113,0,3,0
4114,3,3,0
4115,0,3,0
4116,0,3,0
4117,3,3,0
4129,3,3,0
4141,3,3,0
4232,3,3,0
4233,3,3,0
4234,3,3,0
4235,1,3,1
4238,3,3,0
4239,3,3,0
4240,0,3,0
4241,3,3,0
4142,3,3,0
4145,1,3,1
5304,2,2,0
5305,0,2,0
5306,2,2,0
5317,0,2,0
4147,0,3,0
4148,3,3,0
4150,0,3,0
4151,3,3,0
4152,0,3,0
4153,0,3,0
4154,3,3,0
4157,10,13,1
4158,1,3,1
5318,2,2,0
5319,0,2,0
5320,0,2,0
5321,0,2,0
5322,2,2,0
5383,0,2,0
5384,2,2,0
5385,0,2,0
5386,84,84,0
5391,0,84,0
5392,84,84,0
5478,82,84,0
5531,2,2,0
5479,82,82,0
5480,22,82,1
5481,32,60,1
5488,2,28,1
5504,2,26,1
5505,2,24,1
5506,2,22,1
5507,2,20,1
5508,0,18,0
5509,18,18,0
5532,2,2,0
5533,2,2,0
5610,2,2,0
5611,0,2,0
5612,2,2,0
5614,0,2,0
5615,2,2,0
4146,1,1,0
4118,3,3,0
4128,3,3,0
4236,1,1,0
4237,1,1,0
4224,3,3,0
4225,0,3,0
4226,0,3,0
4227,3,3,0
4230,3,3,0
4231,3,3,0
5489,2,2,0
5503,8,8,0
4159,1,1,0
4172,0,1,0
4173,0,1,0
4174,1,1,0
4175,1,1,0
4176,1,1,0
4177,0,1,0
4178,0,1,0
4179,1,1,0
4195,1,1,0
4222,0,1,0
4223,1,1,0
5510,2,2,0
5511,2,2,0
5526,2,2,0
5527,2,2,0
5518,2,2,0
5616,2,2,0
5845,0,2,0
5846,2,2,0
5847,2,2,0
5848,2,2,0
5849,2,2,0
5850,2,2,0
5613,2,2,0
5514,2,2,0
5515,2,2,0
4180,1,1,0
4194,1,1,0
4108,3,3,0
4110,3,3,0
4111,3,3,0
4242,0,3,0
4243,3,3,0
4107,3,3,0
4247,0,5,0
4248,0,5,0
4249,5,5,0
4252,5,5,0
4253,0,5,0
4254,5,5,0
4257,5,5,0
4258,5,5,0
4267,5,5,0
4268,5,5,0
4270,5,5,0
4277,4,5,1
4278,5,5,0
4279,0,5,0
4280,5,5,0
4250,5,5,0
4251,5,5,0
4255,5,5,0
4256,5,5,0
6509,4,4,0
6512,4,4,0
6526,4,4,0
4259,5,5,0
4266,5,5,0
6510,4,4,0
6511,4,4,0
6507,4,4,0
6508,4,4,0
4246,1,1,0
4281,1,1,0
4161,0,1,0
4162,1,1,0
4163,1,1,0
4167,0,1,0
4168,1,1,0
4068,0,2,0
4069,0,2,0
4070,2,2,0
4062,2,2,0
4063,0,2,0
4064,2,2,0
5307,0,2,0
5308,0,2,0
5309,0,2,0
5310,0,2,0
5311,2,2,0
5313,2,124,0
5312,124,124,0
5314,0,2,0
5315,13,15,1
5316,2,2,0
5652,2,2,0
5836,2,2,0
5653,2,2,0
5835,2,2,0
5874,8,8,0
5938,4,8,1
6525,4,4,0
5939,4,4,0
6505,4,4,0
6506,4,4,0
4282,1,1,0
4286,1,1,0
4287,1,1,0
4283,1,1,0
4284,0,1,0
4285,1,1,0
1222,1,1,0
1223,1,1,0
9129,1,1,0
9127,393,393,0
9128,1,1,0
1225,1,1,0
1226,1,1,0
1224,1,1,0
8167,0,370,0
8168,3,370,0
8229,0,367,0
8230,367,367,0
8169,3,3,0
8232,57239,57606,0
8233,1,367,0
8234,356,366,0
8235,0,10,0
8236,0,10,0
8237,1,10,1
8238,0,9,0
8239,0,9,0
8240,1,9,1
8241,2,8,1
8242,2,6,1
8243,1,4,1
8244,0,3,0
8245,0,3,0
8246,1,3,1
8247,0,2,0
8248,367,367,0
8231,367,367,0
8166,370,370,0
7873,10,29,1
7882,0,19,0
7883,18,19,1
7912,1,1,0
7914,1,1,0
7913,1,1,0
7884,12,19,1
8057,1334,1341,0
7885,5,19,1
7886,11,14,1
7915,0,3,0
7916,1,3,1
8058,1,2,1
8059,0,1,0
8060,0,1,0
7887,17,19,1
8061,0,2,0
8062,0,2,0
7888,19,19,0
7874,10,10,0
7872,29,29,0
8184,23758,43978,1
8185,37199,43978,1
8188,4655,6779,1
9344,0,2124,0
9345,2124,2124,0
9347,223,225,0
9426,2,2,0
9346,225,2124,1
8186,13,43976,0
8187,43603,43963,0
8201,6,375,0
8202,9,369,0
8204,375,375,0
8189,4268,4878,1
8200,605,610,0
8190,1222,4878,1
8192,4783,4878,0
9348,0,95,0
9349,95,95,0
9350,0,95,0
8193,4804,4878,0
9365,0,74,0
8194,4139,4878,1
9357,739,739,0
9358,0,739,0
9359,365,739,1
9405,374,374,0
9427,0,2,0
9428,2,2,0
8207,0,6,0
8203,15,15,0
8191,1222,1222,0
9361,1965,2704,1
9362,382,739,1
9363,150,357,1
9364,207,207,0
9422,3,3,0
8195,4139,4139,0
8196,255362,259501,0
8197,3205,4139,1
8198,557,934,1
8199,377,377,0
9360,362,365,0
9418,0,3,0
9419,3,3,0
9377,150,150,0
9420,3,6,1
9421,3,3,0
8113,0,3,0
8114,0,3,0
8115,0,3,0
8116,0,3,0
8117,3,3,0
8118,0,3,0
8119,0,3,0
8120,3,3,0
8106,0,3,0
8107,0,3,0
8108,0,3,0
8109,0,3,0
8110,3,3,0
8111,0,3,0
8112,3,3,0
8095,0,2,0
8096,0,2,0
8097,0,2,0
8098,0,2,0
8099,2,2,0
8100,0,2,0
8101,0,2,0
8102,0,2,0
8103,0,2,0
8104,2,2,0
8105,2,2,0
8084,0,1,0
8085,0,1,0
8086,0,1,0
8087,0,1,0
8088,0,1,0
8089,0,1,0
8090,1,1,0
8093,0,1,0
8094,1,1,0
8121,1,1,0
8122,1,1,0
8142,0,367,0
8143,0,367,0
8144,0,367,0
8145,0,367,0
8146,367,367,0
8268,0,367,0
8269,367,367,0
8147,0,367,0
8148,0,367,0
8149,0,367,0
8150,367,367,0
8151,0,1391,0
8152,1391,1391,0
8153,3,3,0
8173,5,8,1
8216,0,3,0
8217,0,3,0
8218,0,3,0
8219,0,3,0
8220,0,3,0
8221,0,3,0
8222,0,3,0
8223,0,3,0
8224,0,3,0
8225,0,3,0
8226,3,3,0
8251,0,3,0
8252,0,3,0
8253,3,3,0
8174,2,5,1
8175,0,3,0
8176,3,5,1
8177,0,2,0
8178,2,2,0
8294,4,88,0
8181,36,863,0
8182,452,827,1
8183,375,375,0
8205,2,375,0
8206,1024,1024,0
8179,0,2,0
8180,402,402,0
8302,33,397,1
8303,355,1403,1
8304,692,1048,1
9338,356,356,0
8297,35,397,1
8298,343,398,1
8310,1,55,0
8311,54,54,0
8312,0,54,0
8299,1,397,0
8300,397,397,0
8172,8,8,0
9117,364,364,0
9063,3,670,0
9064,418,667,1
9065,0,249,0
9066,249,249,0
9067,0,249,0
9068,585,667,1
9070,77,82,1
9080,5,5,0
9074,0,82,0
9075,281,363,1
9076,82,82,0
9006,2,3,1
9010,0,20,0
9008,3,53,1
9009,19,50,1
9007,33,33,0
8255,0,3,0
8256,3,3,0
8258,364,367,0
8259,2,3,1
9118,0,1,0
9119,1,1,0
9120,364,365,0
9121,1,1,0
9122,0,1,0
9123,364,365,0
9124,0,365,0
9125,337,365,1
9341,28,28,0
9342,0,28,0
9343,28,28,0
8260,0,367,0
8261,364,367,0
8262,255,367,1
8263,0,367,0
8264,0,367,0
8265,367,367,0
8266,0,367,0
8267,366,367,0
8318,1,1,0
8999,0,3,0
9000,0,3,0
9001,0,3,0
9002,0,3,0
9003,0,3,0
9004,3,3,0
9339,10,356,0
8306,690,1048,1
8315,329,358,1
9387,0,29,0
9388,2,29,1
9389,2,27,1
9390,2,25,1
9391,2,23,1
9392,1,21,0
9393,1,20,0
9394,3,19,1
9395,2,16,1
9396,1,14,1
9412,2,13,1
9413,0,11,0
9414,3,11,1
9415,2,8,1
9416,2,6,1
9417,3,4,1
9397,398,427,1
9398,2,29,1
9399,178,205,1
8309,397,1048,1
9116,651,651,0
9133,364,364,0
9136,364,364,0
9126,337,337,0
9130,337,337,0
9131,325,337,0
9132,12,12,0
9134,364,364,0
9135,364,364,0
8208,187,488,1
8209,4,301,0
8210,297,297,0
9400,0,8,0
8211,8,305,0
8212,84,484,1
8213,34,400,1
8214,397,400,0
8215,3,3,0
8316,15,35,1
9354,0,20,0
9355,20,20,0
9356,0,20,0
8317,35,35,0
8254,3,3,0
9069,585,585,0
9406,10,10,0
8154,0,3,0
8155,0,3,0
8156,0,3,0
8157,0,3,0
8158,3,3,0
8159,3,3,0
8160,0,3,0
8161,0,3,0
8162,0,3,0
8163,1,3,1
8164,2,2,0
9429,2,2,0
9401,1,1,0
9403,0,1,0
9402,1,2,1
9404,1,1,0
8305,692,692,0
8313,4,33,1
9378,0,29,0
9379,29,29,0
9433,0,10,0
9380,10,39,1
8314,33,33,0
8301,397,397,0
8307,88414,89433,0
8308,1019,1019,0
8293,84,84,0
9011,0,3,0
9012,1,4,1
9013,3,3,0
9061,3,3,0
8295,397,397,0
9081,3,5,1
9083,0,2,0
9084,2,2,0
9085,0,2,0
9082,5,5,0
9071,54,77,1
9077,0,23,0
9078,23,23,0
9079,0,23,0
9072,0,77,0
9073,77,77,0
9005,3,3,0
9351,34,34,0
9366,0,10,0
9352,10,44,1
9353,34,34,0
9430,2,2,0
9115,3,3,0
8257,3,3,0
9434,2,2,0
8227,3,3,0
8250,3,3,0
8296,397,397,0
9062,3,3,0
9086,3,3,0
8228,3,3,0
8249,3,3,0
9087,3,3,0
9107,3,3,0
8291,0,1,0
8292,0,1,0
8165,3,3,0
8170,3,3,0
9108,3,3,0
9114,3,3,0
8171,3,3,0
9783,0,1,0
9784,0,1,0
9785,0,1,0
9786,0,1,0
9787,1,1,0
9788,0,1,0
9789,0,1,0
9790,1,1,0
9792,1,1,0
9793,1,1,0
9014,0,9,0
9015,996,1005,0
9016,0,9,0
9017,2,9,1
9018,1,7,1
9019,0,6,0
9020,0,6,0
9021,0,6,0
9022,2,6,1
9023,1,4,1
9024,3,3,0
9059,0,9,0
9060,9,9,0
9026,4,5,1
9436,1,1,0
9028,0,9,0
9029,0,9,0
9030,0,9,0
9031,0,9,0
9032,0,9,0
9033,0,9,0
9034,0,9,0
9035,0,9,0
9036,0,9,0
9037,0,9,0
9038,0,9,0
9039,0,9,0
9040,0,9,0
9041,0,9,0
9042,0,9,0
9043,9,9,0
9044,0,9,0
9045,40,1005,0
9046,996,1005,0
9047,3,9,1
9092,3,6,1
9093,3,3,0
9048,815,965,1
9095,3,150,0
9049,1315,2280,1
9050,497,965,1
9055,488,956,1
9051,9,965,0
9052,895,965,1
9056,9,70,1
9053,772,956,1
9096,114,184,1
9097,1,70,0
9098,62,69,1
9101,3,7,1
9102,2,4,1
9103,1,2,1
9431,0,1,0
9432,1,1,0
9099,70,70,0
9100,69,70,0
9105,0,1,0
9054,956,956,0
9106,3,3,0
9104,2,2,0
9112,3,3,0
9113,3,3,0
9088,0,2,0
9089,0,2,0
9090,0,2,0
9091,3,3,0
9435,1,1,0
9025,3,3,0
9111,2,2,0
9109,1,2,1
9110,1,1,0
9057,9,9,0
9058,9,9,0
9027,4,4,0
9437,0,1,0
9438,1,1,0
9094,3,3,0
6592,2,2,0
2051,1,1,0
2052,1,1,0
2054,1,1,0
2055,1,1,0
2053,1,1,0
2056,1,1,0
2057,1,1,0
2059,1,1,0
2060,1,1,0
2058,1,1,0
2061,1,1,0
2062,1,1,0
2065,1,1,0
2066,1,1,0
2063,0,1,0
2064,1,1,0
2067,1,1,0
2068,1,1,0
2070,1,1,0
2071,1,1,0
2069,1,1,0
2072,1,1,0
2073,1,1,0
2075,1,1,0
2076,1,1,0
2074,1,1,0
2077,1,1,0
2078,1,1,0
2080,1,1,0
2081,1,1,0
2079,1,1,0
2082,1,1,0
2083,1,1,0
2085,1,1,0
2086,1,1,0
2084,1,1,0
2087,1,1,0
2088,1,1,0
2090,1,1,0
2091,1,1,0
2089,1,1,0
1304,3,3,0
5635,2,2,0
6118,3,3,0
6119,1,1,0
2805,80,80,0
2409,360,360,0
4681,48,48,0
4461,192,192,0
6200,126,126,0
1348,11,11,0
1349,1,1,0
1252,1655,1655,0
4433,86,86,0
3154,466,466,0
1302,9,9,0
1303,1,1,0
1529,14,14,0
4427,106,106,0
2251,279,279,0
6388,30,30,0
2502,67,67,0
1087,1,1,0
1837,22,22,0
1822,84,84,0
1899,48,48,0
1099,1,1,0
1177,0,1,0
1178,1,1,0
1179,0,1,0
1180,0,1,0
1181,1,1,0
1100,1,1,0
1131,1,1,0
1143,1,1,0
1145,0,1,0
1146,0,1,0
1147,0,1,0
1148,0,1,0
1149,1,1,0
1152,2,3,1
1156,0,1,0
1153,1,4,1
1150,0,4,0
1151,3,4,1
1154,0,1,0
1155,1,1,0
1173,0,1,0
1174,0,1,0
1175,1,1,0
1176,1,1,0
1157,0,1,0
1158,1,1,0
1159,1,1,0
1166,1,1,0
1160,1,3,1
1161,0,2,0
1162,0,2,0
1163,1,2,1
1164,0,1,0
1165,1,1,0
1170,0,1,0
1171,0,1,0
1172,1,1,0
1167,0,1,0
1168,0,1,0
1169,1,1,0
1077,1,1,0
1079,3,4,1
1080,0,1,0
1081,1,1,0
1082,1,1,0
1083,1,1,0
1093,1,1,0
1095,1,1,0
1078,1,1,0
2107,1,1,0
2108,0,1,0
2109,1,1,0
2123,0,1,0
2124,0,1,0
2125,1,1,0
2136,0,1,0
2137,0,1,0
2138,1,1,0
2143,0,1,0
2144,1,1,0
4616,1,2,1
4617,1,1,0
4665,1,13,1
4666,1,12,1
4667,12,12,0
4668,11,12,1
4669,0,1,0
4670,1,1,0
4671,11,12,1
4673,1,1,0
4625,1,1,0
4626,0,1,0
4627,1,1,0
4628,1,1,0
4701,1,1,0
4618,1,13,1
4619,12,12,0
4620,0,12,0
4621,1,12,1
4623,11,11,0
4622,11,12,1
4624,1,1,0
4674,1,1,0
4675,0,1,0
4676,0,1,0
4677,1,1,0
4678,1,13,1
4679,1,12,1
4680,12,12,0
4686,12,12,0
4690,11,12,1
4700,1,1,0
4629,1,1,0
4630,0,1,0
4631,1,1,0
4672,1,1,0
4691,1,1,0
4414,0,2,0
4415,0,2,0
4416,0,2,0
4417,2,2,0
4426,2,2,0
4428,2,2,0
4656,0,2,0
4657,2,2,0
4429,2,2,0
4430,2,2,0
4431,1,2,1
4432,1,1,0
4434,0,1,0
4435,1,1,0
4436,1,13,1
4437,1,12,1
4438,12,12,0
4586,0,12,0
4587,12,12,0
4588,0,12,0
4589,12,12,0
4590,0,12,0
4591,12,12,0
4592,12,12,0
4645,0,1,0
4646,1,1,0
4653,1,1,0
4654,1,1,0
4655,1,1,0
4659,1,1,0
4661,0,1,0
4662,1,1,0
4663,1,1,0
4664,1,1,0
4702,0,1,0
4703,1,1,0
4704,0,1,0
4705,0,1,0
4706,1,1,0
4707,0,1,0
4708,0,1,0
4709,1,1,0
4710,1,1,0
4711,0,1,0
4712,1,1,0
4713,1,1,0
4714,1,1,0
4615,1,1,0
4632,0,1,0
4633,1,1,0
4634,1,13,1
4635,11,12,1
4636,1,1,0
4639,0,12,0
4640,12,12,0
4641,11,12,1
4642,0,1,0
4643,1,1,0
4644,1,1,0
4603,1,1,0
4439,12,13,1
4450,13,13,0
4451,1,13,1
4452,12,12,0
4453,0,12,0
4454,12,12,0
4455,0,12,0
4456,12,12,0
4469,0,12,0
4470,0,12,0
4471,0,12,0
4472,0,12,0
4473,0,12,0
4474,12,12,0
4475,0,12,0
4476,0,12,0
4477,12,12,0
4583,0,12,0
4584,0,13,0
4585,13,13,0
4440,12,12,0
4441,12,12,0
4442,12,12,0
4448,3,12,1
4449,9,9,0
4604,3,3,0
4605,0,3,0
4606,3,3,0
4660,1,1,0
4547,0,12,0
4548,1,12,1
4549,0,12,0
4550,0,12,0
4551,0,12,0
4552,12,12,0
4553,12,12,0
4566,12,12,0
4573,10,10,0
4554,0,12,0
4555,0,12,0
4556,0,370,0
4557,370,370,0
4570,0,159,0
4561,35,367,1
4562,12,370,0
4563,358,358,0
4578,2,2,0
4577,13,13,0
4576,7,7,0
4574,3,3,0
4579,16,16,0
4572,46,46,0
4571,19,19,0
4569,6,6,0
4558,0,89,0
4559,3,89,0
4560,86,86,0
4564,0,35,0
4565,35,35,0
4478,12,12,0
4479,11,12,1
4480,1,1,0
4596,11,11,0
4597,11,11,0
4595,11,11,0
4581,0,12,0
4582,12,12,0
4481,1,1,0
4482,0,1,0
4483,1,1,0
4510,1,1,0
4520,1,1,0
4521,0,1,0
4522,9,10,1
4523,0,1,0
4524,0,1,0
4525,1,1,0
4526,0,1,0
4527,0,1,0
4528,1,1,0
4529,0,1,0
4530,0,1,0
4531,0,1,0
4532,1,1,0
4533,1,13,1
4534,0,12,0
4535,11,12,1
4536,1,1,0
4537,0,1,0
4538,1,1,0
4543,0,1,0
4544,1,1,0
4545,1,13,1
4546,12,12,0
4567,0,12,0
4568,11,12,1
4580,1,1,0
4598,11,11,0
4484,1,1,0
4485,1,1,0
4498,0,1,0
4499,1,1,0
4500,1,1,0
4501,1,1,0
4502,1,1,0
4503,1,1,0
4504,1,1,0
4505,1,1,0
4508,1,1,0
4509,1,1,0
4511,1,1,0
4512,0,1,0
4513,1,1,0
4514,1,1,0
4515,1,1,0
4516,0,1,0
4517,1,1,0
4518,1,1,0
4519,1,1,0
2364,0,1,0
2365,0,1,0
2366,0,1,0
2367,0,1,0
2368,1,1,0
2369,0,1,0
2370,1,1,0
2371,0,1,0
2372,1,1,0
2378,0,222,0
2379,222,222,0
4637,0,1,0
4638,1,1,0
5971,8,8,0
2673,1305,1305,0
5006,20,20,0
5231,17,17,0
1094,1,1,0
5954,4,4,0
6343,2,25,1
6346,20,25,1
6347,0,5,0
6348,5,5,0
6349,5,5,0
6352,4,12,1
6353,0,8,0
6354,8,8,0
6357,4,4,0
6358,4,4,0
6359,1,4,1
6438,7,7,0
6355,4,8,1
6356,4,4,0
6365,0,25,0
6366,25,25,0
6360,0,1,0
6361,1,1,0
6344,2,2,0
6345,2,2,0
6363,0,1,0
6364,1,1,0
6362,1,1,0
5955,0,4,0
5956,0,4,0
5957,0,4,0
5958,0,4,0
5959,4,4,0
5968,0,4,0
5969,4,4,0
5970,4,4,0
5972,0,4,0
5973,4,4,0
5974,4,4,0
5978,0,4,0
5979,4,4,0
5985,4,4,0
5986,0,4,0
5987,4,4,0
5989,4,4,0
5990,4,4,0
5994,4,4,0
5995,4,4,0
5996,4,4,0
5997,4,4,0
5998,4,4,0
5999,4,16,1
6000,8,12,1
6005,4,12,1
6006,0,8,0
6007,8,8,0
6427,0,8,0
6428,8,8,0
6429,8,8,0
6448,4,4,0
6449,0,4,0
6450,4,4,0
6451,0,4,0
6452,4,4,0
6453,4,4,0
6455,0,4,0
6456,4,4,0
6454,4,4,0
6440,4,4,0
6001,8,8,0
6003,4,24,1
6002,24,28,1
6004,8,8,0
5988,4,4,0
5991,4,4,0
5992,0,4,0
5993,4,4,0
6430,0,8,0
6431,8,8,0
6435,8,16,1
6432,16,16,0
6433,0,16,0
6434,16,16,0
6439,8,8,0
6008,0,8,0
6009,8,8,0
6010,8,8,0
6011,8,8,0
6038,0,8,0
6039,8,8,0
6040,1,8,1
6441,0,7,0
6442,7,7,0
6425,0,8,0
6426,8,8,0
6443,0,7,0
6444,7,7,0
6446,3,10,1
6447,4,7,1
6445,10,10,0
6041,1,1,0
6236,1,1,0
6237,1,1,0
6257,0,1,0
6258,0,1,0
6259,1,1,0
6260,1,1,0
6261,1,1,0
6301,0,1,0
6302,1,1,0
6303,0,1,0
6304,1,1,0
6320,1,1,0
6423,1,1,0
6424,1,1,0
6321,0,1,0
6322,1,1,0
6326,1,2,1
6327,0,1,0
6323,0,2,0
6324,2,2,0
6325,2,2,0
6305,1,1,0
6319,1,1,0
6306,1,5,1
6307,4,4,0
6308,4,4,0
6309,1,5,1
6310,0,4,0
6311,4,4,0
6313,1,4,1
6314,1,5,1
6315,4,4,0
6316,4,4,0
6317,0,5,0
6318,5,5,0
6328,1,1,0
6329,0,1,0
6330,0,1,0
6331,1,1,0
6332,0,1,0
6333,1,1,0
6334,0,1,0
6335,0,1,0
6336,1,1,0
6337,0,1,0
6338,0,1,0
6339,0,1,0
6340,0,1,0
6341,1,1,0
6342,1,1,0
6367,0,1,0
6368,1,1,0
6422,1,1,0
6199,120,120,0
6054,1,1,0
6055,1,1,0
6076,0,1,0
6077,0,1,0
6078,83,83,0
6088,1,83,0
6089,82,82,0
6090,78,82,0
6099,0,4,0
6091,4,82,0
6092,33,78,1
6103,45,45,0
6105,45,333,1
6104,333,333,0
6107,124,160,1
6108,36,36,0
6093,0,82,0
6094,82,82,0
6175,1,1,0
6177,1,1,0
6222,0,1,0
6223,1,1,0
6106,36,45,1
6142,0,9,0
6109,0,45,0
6110,45,45,0
6112,45,630,1
6111,630,630,0
6115,1,45,0
6129,45,45,0
6130,45,45,0
6131,43,45,0
6132,2,2,0
6136,0,2,0
6137,1,2,1
6139,45,45,0
6140,45,45,0
6141,45,45,0
6178,1,1,0
6221,1,1,0
6113,0,45,0
6114,45,45,0
6116,0,1,0
6117,1,1,0
6127,0,1,0
6128,1,1,0
6138,1,1,0
6042,1,1,0
6043,1,1,0
6044,1,1,0
6046,0,1,0
6047,1,2,1
6048,1,1,0
6049,1,1,0
6051,0,16,0
6050,16,17,1
6052,1,1,0
6232,0,1,0
6233,1,1,0
6234,1,1,0
6235,1,1,0
6053,1,1,0
6224,0,1,0
6225,0,1,0
6226,1,1,0
6231,0,2,0
6230,1,6,1
6227,6,6,0
6228,2,6,1
6229,4,4,0
6045,1,1,0
6012,17,17,0
6013,14,17,1
6262,3,3,0
6015,17,17,0
6016,17,17,0
6017,17,17,0
6018,17,17,0
6019,17,17,0
6020,0,17,0
6021,17,17,0
6022,0,17,0
6023,17,17,0
6024,17,17,0
6025,17,17,0
6027,3,17,1
6028,0,17,0
6029,0,17,0
6030,0,17,0
6031,17,17,0
6032,2,17,1
6286,0,35,0
6287,35,35,0
6288,12,35,1
6289,1,23,0
6290,20,22,1
6034,1,5,1
6266,0,4,0
6267,4,4,0
6268,0,4,0
6269,4,4,0
6270,0,4,0
6271,4,4,0
6272,0,4,0
6273,4,4,0
6275,1,4,1
6277,0,4,0
6278,4,4,0
6279,0,4,0
6280,2,4,1
6281,2,8,1
6282,6,8,1
6291,0,4,0
6292,0,4,0
6293,6,12,1
6296,8,12,1
6037,17,17,0
6014,14,14,0
6274,4,4,0
6264,3,3,0
6265,3,3,0
6035,13,13,0
6036,13,13,0
6283,0,2,0
6284,2,2,0
6285,2,2,0
6297,0,2,0
6298,2,2,0
6299,0,2,0
6300,2,2,0
6276,1,1,0
6294,6,6,0
6295,6,6,0
6033,2,2,0
4486,0,1,0
4487,1,5,1
4488,4,5,1
4489,0,1,0
4490,1,1,0
4491,0,1,0
4492,1,1,0
4494,0,4,0
4493,3,5,1
4495,1,2,1
4496,0,1,0
4497,1,1,0
6238,0,1,0
6239,0,1,0
6240,0,1,0
6241,1,1,0
6245,0,1,0
6242,0,2,0
6243,1,2,1
6244,1,1,0
6252,0,1,0
6253,0,1,0
6254,1,1,0
6255,1,1,0
6256,1,1,0
6246,0,1,0
6247,0,1,0
6248,1,1,0
6250,1,2,1
6249,2,2,0
6251,1,1,0
6369,0,1,0
6370,1,1,0
6416,1,1,0
6419,1,1,0
6420,0,1,0
6421,1,1,0
6350,1,34,0
6436,29,176,1
6437,143,147,0
6351,5,5,0
2140,164,164,0
2141,164,164,0
2142,164,164,0
2139,5,5,0
5932,4,4,0
3410,0,9,0
3411,0,9,0
3412,0,9,0
3413,0,9,0
3414,0,9,0
3415,0,9,0
3416,9,9,0
3408,0,9,0
3409,9,9,0
3403,0,18,0
3404,18,18,0
3392,0,9,0
3393,9,9,0
3397,0,9,0
3398,0,9,0
3399,9,9,0
6190,15,44,1
6192,28,44,1
6193,0,44,0
6194,0,44,0
6195,44,44,0
6216,1,1,0
6209,44,44,0
6196,43,164,1
6197,1,121,0
6198,120,120,0
6201,114,120,0
6203,0,120,0
6204,0,120,0
6205,120,120,0
6208,43,44,0
6215,1,1,0
6202,114,114,0
6211,28,28,0
6212,28,28,0
6191,15,15,0
6210,15,15,0
6206,120,240,1
6207,120,120,0
6180,0,1,0
6181,0,1,0
6182,1,1,0
6219,0,1,0
6220,1,1,0
6183,1,1,0
6188,0,1,0
6189,1,1,0
6217,1,1,0
6218,1,1,0
6184,0,1,0
6185,0,1,0
6186,0,1,0
6187,1,1,0
6179,1,1,0
1251,109,109,0
1257,0,109,0
1258,0,109,0
1259,109,109,0
1263,109,109,0
1260,109,109,0
1262,89,7005,0
1261,6747,7025,0
2250,278,278,0
2262,258,278,1
2352,0,20,0
2353,20,20,0
1798,0,1,0
1799,1,1,0
2113,0,1,0
2114,0,1,0
2115,1,1,0
2116,1,1,0
2118,1,1,0
2117,1,1,0
2110,1,1,0
2111,1,1,0
2112,1,1,0
2119,0,1,0
2120,1,1,0
2121,1,1,0
2122,1,1,0
9525,1,1,0
1859,8,8,0
9526,0,1,0
9527,0,1,0
9528,1,1,0
9554,1,1,0
9529,1,1,0
9530,0,1,0
9531,0,1,0
9532,1,1,0
9533,0,1,0
9534,0,1,0
9535,1,1,0
9538,0,1,0
9539,0,1,0
9540,1,1,0
9544,2,2,0
9545,0,2,0
9546,0,2,0
9541,2,3,1
9547,0,1,0
9548,1,1,0
9542,0,2,0
9543,2,2,0
9549,0,1,0
9550,1,1,0
9551,1,1,0
9536,0,1,0
9537,1,1,0
9552,1,1,0
9553,1,1,0
1860,0,8,0
1861,0,8,0
1862,8,8,0
1883,2,2,0
1863,8,8,0
1864,0,8,0
1865,0,8,0
1866,8,8,0
1867,1,8,1
1868,0,7,0
1869,8,8,0
1872,0,8,0
1873,0,8,0
1874,8,8,0
1887,9,9,0
1888,6,9,1
2959,0,3,0
1875,9,11,1
1876,0,2,0
1877,0,2,0
1878,2,11,1
1886,9,9,0
1879,2,8,1
1889,2,6,1
1890,0,6,0
1891,6,6,0
1870,0,8,0
1871,8,8,0
1880,0,2,0
1881,2,2,0
1882,2,2,0
1894,1,1,0
3570,0,17,0
3571,35,35,0
3572,17,35,1
3573,18,18,0
3574,17,17,0
3575,0,17,0
3576,17,17,0
3585,0,17,0
3586,17,17,0
3589,17,17,0
3590,17,17,0
3602,0,17,0
3603,17,17,0
3587,0,17,0
3588,17,17,0
3592,0,17,0
3593,0,17,0
3594,17,17,0
3597,0,17,0
3598,0,17,0
3599,17,17,0
3601,17,17,0
3595,0,17,0
3596,17,17,0
3591,17,17,0
2689,0,1057,0
2690,1057,1057,0
2691,0,1057,0
2692,1057,1057,0
2693,0,1057,0
2694,45,1057,0
2695,0,1012,0
2696,0,1057,0
2697,1056,1057,0
3538,1,1,0
3539,0,1,0
3540,0,1,0
2698,17,1057,0
2699,43,1040,0
2700,36,997,0
2701,1039,1039,0
2703,0,1057,0
2704,1057,1057,0
3541,0,17,0
